Sno,Customerid,Response,Followup,Channeltype,mail,email,phone,Notes,
2159,4745,0,1,2,0,1,0,,
2160,1097,1,1,1,1,0,0,,
2161,1305,1,1,2,0,1,0,,
2162,3152,0,1,1,1,0,0,,
2163,1414,0,1,2,0,1,0,,
2164,3397,1,1,2,0,1,0,,
2165,1404,1,1,1,1,0,0,,
2166,2533,1,1,1,1,0,0,,
2167,3639,1,1,3,0,0,1,,
2168,1778,0,1,2,0,1,0,,
2169,1036,1,1,2,0,1,0,,
2170,3664,1,1,3,0,0,1,,
2171,1695,1,1,2,0,1,0,,
2172,2841,1,1,3,0,0,1,,
2173,1901,0,1,3,0,0,1,,
2174,2277,1,1,3,0,0,1,,
2175,74,1,1,1,1,0,0,,
2176,4329,0,1,3,0,0,1,,
2177,2154,0,1,1,1,0,0,,
2178,3214,0,1,1,1,0,0,,
2179,58,1,1,1,1,0,0,,
2180,1354,0,1,3,0,0,1,,
2181,2278,1,1,3,0,0,1,,
2182,2030,0,1,3,0,0,1,,
2183,1559,1,1,3,0,0,1,,
2184,3174,1,1,2,0,1,0,,
2185,3181,0,1,2,0,1,0,,
2186,733,1,1,1,1,0,0,,
2187,2145,1,1,2,0,1,0,,
2188,268,0,1,3,0,0,1,,
2189,2821,0,1,1,1,0,0,,
2190,4618,1,1,1,1,0,0,,
2191,2851,1,1,1,1,0,0,,
2192,954,0,1,1,1,0,0,,
2193,225,0,1,1,1,0,0,,
2194,3264,1,1,2,0,1,0,,
2195,3044,1,1,2,0,1,0,,
2196,4014,0,1,2,0,1,0,,
2197,2812,0,1,1,1,0,0,,
2198,1370,1,1,3,0,0,1,,
2199,2184,0,1,3,0,0,1,,
2200,228,1,1,2,0,1,0,,
2201,334,1,1,1,1,0,0,,
2202,3281,0,1,2,0,1,0,,
2203,3560,0,1,1,1,0,0,,
2204,3201,0,1,3,0,0,1,,
2205,1656,1,1,3,0,0,1,,
2206,4506,1,1,3,0,0,1,,
2207,4913,1,1,3,0,0,1,,
2208,3121,0,1,3,0,0,1,,
2209,595,1,1,2,0,1,0,,
2210,2095,1,1,3,0,0,1,,
2211,4891,0,1,2,0,1,0,,
2212,1655,0,1,1,1,0,0,,
2213,3118,0,1,3,0,0,1,,
2214,1527,1,1,3,0,0,1,,
2215,1196,1,1,1,1,0,0,,
2216,383,0,1,2,0,1,0,,
2217,2634,0,1,3,0,0,1,,
2218,2277,0,1,2,0,1,0,,
2219,2755,0,1,2,0,1,0,,
2220,1307,1,1,3,0,0,1,,
2221,1549,0,1,2,0,1,0,,
2222,3578,1,1,3,0,0,1,,
2223,2668,1,1,3,0,0,1,,
2224,4660,1,1,2,0,1,0,,
2225,4631,1,1,1,1,0,0,,
2226,3374,1,1,1,1,0,0,,
2227,2730,0,1,1,1,0,0,,
2228,3244,0,1,3,0,0,1,,
2229,254,1,1,3,0,0,1,,
2230,1210,0,1,2,0,1,0,,
2231,1103,0,1,2,0,1,0,,
2232,1122,0,1,1,1,0,0,,
2233,2491,1,1,1,1,0,0,,
2234,4379,0,1,3,0,0,1,,
2235,1176,1,1,2,0,1,0,,
2236,4637,0,1,3,0,0,1,,
2237,3564,0,1,2,0,1,0,,
2238,4516,1,1,2,0,1,0,,
2239,4113,1,1,1,1,0,0,,
2240,1839,0,1,1,1,0,0,,
2241,1886,0,1,1,1,0,0,,
2242,788,1,1,1,1,0,0,,
2243,51,0,1,2,0,1,0,,
2244,3128,1,1,1,1,0,0,,
2245,2596,0,1,2,0,1,0,,
2246,1062,1,1,1,1,0,0,,
2247,4655,0,1,1,1,0,0,,
2248,1328,1,1,1,1,0,0,,
2249,3565,1,1,2,0,1,0,,
2250,2655,1,1,2,0,1,0,,
2251,582,0,1,3,0,0,1,,
2252,4680,1,1,1,1,0,0,,
2253,2442,0,1,3,0,0,1,,
2254,768,1,1,2,0,1,0,,
2255,1881,0,1,3,0,0,1,,
2256,24,0,1,1,1,0,0,,
2257,4149,0,1,1,1,0,0,,
2258,4265,1,1,1,1,0,0,,
2259,2584,0,1,1,1,0,0,,
2260,4446,0,1,2,0,1,0,,
2261,1465,0,1,1,1,0,0,,
2262,354,1,1,1,1,0,0,,
2263,864,0,1,2,0,1,0,,
2264,1631,1,1,2,0,1,0,,
2265,2703,1,1,2,0,1,0,,
2266,2554,1,1,1,1,0,0,,
2267,273,0,1,2,0,1,0,,
2268,2804,1,1,2,0,1,0,,
2269,3110,1,1,3,0,0,1,,
2270,2474,1,1,2,0,1,0,,
2271,3094,1,1,1,1,0,0,,
2272,1568,0,1,2,0,1,0,,
2273,2884,1,1,1,1,0,0,,
2274,3352,0,1,3,0,0,1,,
2275,4879,0,1,2,0,1,0,,
2276,3779,1,1,2,0,1,0,,
2277,3359,0,1,3,0,0,1,,
2278,556,0,1,2,0,1,0,,
2279,1074,1,1,2,0,1,0,,
2280,1093,1,1,1,1,0,0,,
2281,4607,1,1,3,0,0,1,,
2282,2654,1,1,1,1,0,0,,
2283,205,1,1,1,1,0,0,,
2284,1686,1,1,3,0,0,1,,
2285,1409,1,1,2,0,1,0,,
2286,179,1,1,1,1,0,0,,
2287,1326,1,1,2,0,1,0,,
2288,2481,0,1,3,0,0,1,,
2289,3159,1,1,2,0,1,0,,
2290,3587,1,1,1,1,0,0,,
2291,3283,1,1,2,0,1,0,,
2292,850,0,1,1,1,0,0,,
2293,3971,0,1,1,1,0,0,,
2294,246,1,1,3,0,0,1,,
2295,4239,0,1,1,1,0,0,,
2296,365,1,1,2,0,1,0,,
2297,2737,0,1,1,1,0,0,,
2298,4915,1,1,1,1,0,0,,
2299,1614,0,1,3,0,0,1,,
2300,3693,0,1,1,1,0,0,,
2301,4151,1,1,1,1,0,0,,
2302,3174,0,1,1,1,0,0,,
2303,4022,1,1,3,0,0,1,,
2304,3500,0,1,2,0,1,0,,
2305,3586,1,1,1,1,0,0,,
2306,1820,0,1,1,1,0,0,,
2307,4108,0,1,3,0,0,1,,
2308,4851,0,1,3,0,0,1,,
2309,3137,1,1,1,1,0,0,,
2310,3694,0,1,2,0,1,0,,
2311,4889,0,1,2,0,1,0,,
2312,3556,0,1,1,1,0,0,,
2313,2819,1,1,1,1,0,0,,
2314,424,0,1,3,0,0,1,,
2315,2598,0,1,3,0,0,1,,
2316,810,1,1,2,0,1,0,,
2317,483,0,1,2,0,1,0,,
2318,3581,0,1,2,0,1,0,,
2319,4243,1,1,1,1,0,0,,
2320,1045,0,1,2,0,1,0,,
2321,4019,0,1,1,1,0,0,,
2322,1311,1,1,3,0,0,1,,
2323,2050,0,1,1,1,0,0,,
2324,4484,0,1,2,0,1,0,,
2325,4836,0,1,2,0,1,0,,
2326,937,0,1,3,0,0,1,,
2327,1671,1,1,2,0,1,0,,
2328,1209,0,1,1,1,0,0,,
2329,2788,1,1,3,0,0,1,,
2330,297,0,1,3,0,0,1,,
2331,714,0,1,1,1,0,0,,
2332,208,1,1,1,1,0,0,,
2333,2409,1,1,2,0,1,0,,
2334,4272,0,1,1,1,0,0,,
2335,2142,0,1,2,0,1,0,,
2336,591,1,1,1,1,0,0,,
2337,4906,1,1,1,1,0,0,,
2338,3403,0,1,3,0,0,1,,
2339,2474,1,1,1,1,0,0,,
2340,1535,1,1,1,1,0,0,,
2341,4387,1,1,3,0,0,1,,
2342,1332,0,1,1,1,0,0,,
2343,4544,0,1,2,0,1,0,,
2344,2745,1,1,3,0,0,1,,
2345,3245,1,1,2,0,1,0,,
2346,309,1,1,1,1,0,0,,
2347,2688,0,1,1,1,0,0,,
2348,3639,0,1,2,0,1,0,,
2349,4205,1,1,3,0,0,1,,
2350,375,0,1,3,0,0,1,,
2351,2268,0,1,2,0,1,0,,
2352,4427,0,1,2,0,1,0,,
2353,2551,0,1,1,1,0,0,,
2354,4314,1,1,3,0,0,1,,
2355,833,1,1,1,1,0,0,,
2356,1284,0,1,3,0,0,1,,
2357,3838,0,1,3,0,0,1,,
2358,437,1,1,2,0,1,0,,
2359,4356,0,1,1,1,0,0,,
2360,289,0,1,3,0,0,1,,
2361,2308,1,1,2,0,1,0,,
2362,1124,1,1,3,0,0,1,,
2363,3138,1,1,2,0,1,0,,
2364,1903,1,1,2,0,1,0,,
2365,1338,0,1,2,0,1,0,,
2366,4769,0,1,2,0,1,0,,
2367,4061,1,1,2,0,1,0,,
2368,1641,1,1,3,0,0,1,,
2369,817,0,1,1,1,0,0,,
2370,4979,0,1,2,0,1,0,,
2371,3903,1,1,2,0,1,0,,
2372,2059,0,1,1,1,0,0,,
2373,1189,1,1,1,1,0,0,,
2374,4481,1,1,3,0,0,1,,
2375,357,0,1,2,0,1,0,,
2376,3973,1,1,2,0,1,0,,
2377,1076,1,1,1,1,0,0,,
2378,653,0,1,3,0,0,1,,
2379,2421,0,1,3,0,0,1,,
2380,689,1,1,1,1,0,0,,
2381,4435,1,1,2,0,1,0,,
2382,347,0,1,1,1,0,0,,
2383,1059,1,1,2,0,1,0,,
2384,4109,1,1,2,0,1,0,,
2385,550,1,1,3,0,0,1,,
2386,167,1,1,1,1,0,0,,
2387,3128,0,1,1,1,0,0,,
2388,2140,1,1,1,1,0,0,,
2389,2842,1,1,3,0,0,1,,
2390,4774,0,1,1,1,0,0,,
2391,2497,0,1,1,1,0,0,,
2392,1800,0,1,1,1,0,0,,
2393,4254,1,1,2,0,1,0,,
2394,2444,0,1,1,1,0,0,,
2395,4484,0,1,3,0,0,1,,
2396,4980,1,1,1,1,0,0,,
2397,1147,1,1,3,0,0,1,,
2398,405,0,1,1,1,0,0,,
2399,4904,0,1,1,1,0,0,,
2400,3700,0,1,2,0,1,0,,
2401,1836,1,1,1,1,0,0,,
2402,931,0,1,3,0,0,1,,
2403,1606,1,1,3,0,0,1,,
2404,2907,1,1,2,0,1,0,,
2405,3730,0,1,2,0,1,0,,
2406,256,1,1,2,0,1,0,,
2407,4635,0,1,3,0,0,1,,
2408,2751,0,1,1,1,0,0,,
2409,3599,1,1,3,0,0,1,,
2410,673,1,1,3,0,0,1,,
2411,1347,0,1,1,1,0,0,,
2412,923,0,1,3,0,0,1,,
2413,3462,0,1,1,1,0,0,,
2414,647,1,1,3,0,0,1,,
2415,4678,0,1,3,0,0,1,,
2416,4651,0,1,3,0,0,1,,
2417,169,1,1,3,0,0,1,,
2418,374,1,1,2,0,1,0,,
2419,2841,1,1,3,0,0,1,,
2420,200,1,1,1,1,0,0,,
2421,1408,0,1,1,1,0,0,,
2422,395,1,1,1,1,0,0,,
2423,1179,1,1,1,1,0,0,,
2424,4550,0,1,1,1,0,0,,
2425,1803,0,1,3,0,0,1,,
2426,1255,1,1,3,0,0,1,,
2427,1851,1,1,1,1,0,0,,
2428,1958,1,1,1,1,0,0,,
2429,3026,0,1,2,0,1,0,,
2430,3929,1,1,1,1,0,0,,
2431,3540,0,1,3,0,0,1,,
2432,1085,0,1,1,1,0,0,,
2433,3923,0,1,1,1,0,0,,
2434,4725,1,1,1,1,0,0,,
2435,215,0,1,1,1,0,0,,
2436,1268,0,1,2,0,1,0,,
2437,318,0,1,1,1,0,0,,
2438,3581,1,1,1,1,0,0,,
2439,1597,0,1,3,0,0,1,,
2440,3682,0,1,1,1,0,0,,
2441,638,1,1,3,0,0,1,,
2442,3497,0,1,2,0,1,0,,
2443,1473,0,1,1,1,0,0,,
2444,1970,0,1,2,0,1,0,,
2445,380,1,1,1,1,0,0,,
2446,280,0,1,3,0,0,1,,
2447,223,1,1,1,1,0,0,,
2448,1154,1,1,3,0,0,1,,
2449,1828,1,1,2,0,1,0,,
2450,2751,0,1,2,0,1,0,,
2451,2957,0,1,3,0,0,1,,
2452,401,0,1,2,0,1,0,,
2453,97,0,1,3,0,0,1,,
2454,2619,1,1,2,0,1,0,,
2455,2666,0,1,1,1,0,0,,
2456,3946,1,1,3,0,0,1,,
2457,2980,1,1,2,0,1,0,,
2458,901,0,1,3,0,0,1,,
2459,238,1,1,1,1,0,0,,
2460,3969,0,1,2,0,1,0,,
2461,1686,0,1,1,1,0,0,,
2462,1358,0,1,3,0,0,1,,
2463,3174,0,1,1,1,0,0,,
2464,4930,0,1,2,0,1,0,,
2465,3877,1,1,3,0,0,1,,
2466,4255,0,1,3,0,0,1,,
2467,1229,0,1,1,1,0,0,,
2468,4934,1,1,2,0,1,0,,
2469,2515,1,1,3,0,0,1,,
2470,3889,1,1,1,1,0,0,,
2471,2090,1,1,2,0,1,0,,
2472,2719,0,1,2,0,1,0,,
2473,784,1,1,2,0,1,0,,
2474,2669,0,1,2,0,1,0,,
2475,783,0,1,2,0,1,0,,
2476,2228,1,1,2,0,1,0,,
2477,2100,0,1,1,1,0,0,,
2478,2635,0,1,2,0,1,0,,
2479,1011,0,1,3,0,0,1,,
2480,1255,0,1,1,1,0,0,,
2481,1096,0,1,2,0,1,0,,
2482,3181,1,1,2,0,1,0,,
2483,653,0,1,1,1,0,0,,
2484,342,1,1,1,1,0,0,,
2485,1169,0,1,2,0,1,0,,
2486,1050,0,1,3,0,0,1,,
2487,1226,0,1,2,0,1,0,,
2488,4264,1,1,2,0,1,0,,
2489,4395,1,1,3,0,0,1,,
2490,1899,1,1,3,0,0,1,,
2491,1341,1,1,2,0,1,0,,
2492,852,0,1,1,1,0,0,,
2493,878,0,1,3,0,0,1,,
2494,1209,0,1,1,1,0,0,,
2495,217,1,1,3,0,0,1,,
2496,2940,1,1,3,0,0,1,,
2497,3457,0,1,3,0,0,1,,
2498,4213,0,1,3,0,0,1,,
2499,2448,1,1,3,0,0,1,,
2500,3235,1,1,1,1,0,0,,
2501,4132,1,1,1,1,0,0,,
2502,3661,1,1,2,0,1,0,,
2503,4365,1,1,1,1,0,0,,
2504,3345,1,1,2,0,1,0,,
2505,3409,1,1,2,0,1,0,,
2506,4832,1,1,3,0,0,1,,
2507,2492,1,1,1,1,0,0,,
2508,2085,0,1,1,1,0,0,,
2509,439,0,1,2,0,1,0,,
2510,1411,1,1,3,0,0,1,,
2511,870,1,1,2,0,1,0,,
2512,3458,1,1,2,0,1,0,,
2513,124,0,1,3,0,0,1,,
2514,4085,1,1,3,0,0,1,,
2515,4542,1,1,3,0,0,1,,
2516,306,0,1,1,1,0,0,,
2517,3995,0,1,3,0,0,1,,
2518,2914,0,1,2,0,1,0,,
2519,4113,0,1,3,0,0,1,,
2520,727,1,1,1,1,0,0,,
2521,2719,0,1,1,1,0,0,,
2522,778,0,1,3,0,0,1,,
2523,1104,0,1,3,0,0,1,,
2524,2488,1,1,1,1,0,0,,
2525,3874,0,1,1,1,0,0,,
2526,4328,1,1,1,1,0,0,,
2527,4315,1,1,3,0,0,1,,
2528,829,0,1,1,1,0,0,,
2529,2797,1,1,1,1,0,0,,
2530,2842,0,1,3,0,0,1,,
2531,3991,1,1,3,0,0,1,,
2532,3952,0,1,1,1,0,0,,
2533,307,0,1,2,0,1,0,,
2534,1224,0,1,1,1,0,0,,
2535,1801,1,1,1,1,0,0,,
2536,1583,1,1,1,1,0,0,,
2537,2347,1,1,3,0,0,1,,
2538,2473,1,1,2,0,1,0,,
2539,4166,0,1,1,1,0,0,,
2540,2125,1,1,1,1,0,0,,
2541,2468,0,1,2,0,1,0,,
2542,939,0,1,3,0,0,1,,
2543,2965,0,1,1,1,0,0,,
2544,1961,1,1,1,1,0,0,,
2545,759,1,1,1,1,0,0,,
2546,1655,0,1,1,1,0,0,,
2547,1186,1,1,3,0,0,1,,
2548,4961,0,1,2,0,1,0,,
2549,3723,0,1,3,0,0,1,,
2550,4986,0,1,1,1,0,0,,
2551,735,1,1,1,1,0,0,,
2552,860,0,1,1,1,0,0,,
2553,253,1,1,2,0,1,0,,
2554,102,0,1,3,0,0,1,,
2555,1768,0,1,1,1,0,0,,
2556,764,0,1,3,0,0,1,,
2557,405,0,1,3,0,0,1,,
2558,3882,1,1,3,0,0,1,,
2559,2192,0,1,3,0,0,1,,
2560,1234,1,1,2,0,1,0,,
2561,2434,1,1,2,0,1,0,,
2562,19,1,1,1,1,0,0,,
2563,61,1,1,1,1,0,0,,
2564,1307,0,1,2,0,1,0,,
2565,4894,1,1,1,1,0,0,,
2566,1962,1,1,2,0,1,0,,
2567,757,0,1,2,0,1,0,,
2568,1249,1,1,3,0,0,1,,
2569,2781,1,1,1,1,0,0,,
2570,2320,1,1,1,1,0,0,,
2571,4334,0,1,1,1,0,0,,
2572,1204,1,1,3,0,0,1,,
2573,1311,1,1,2,0,1,0,,
2574,4293,0,1,2,0,1,0,,
2575,3833,1,1,2,0,1,0,,
2576,1415,1,1,3,0,0,1,,
2577,1141,1,1,3,0,0,1,,
2578,3763,0,1,3,0,0,1,,
2579,2987,1,1,2,0,1,0,,
2580,400,0,1,1,1,0,0,,
2581,2278,0,1,2,0,1,0,,
2582,506,0,1,2,0,1,0,,
2583,1091,1,1,1,1,0,0,,
2584,1744,1,1,2,0,1,0,,
2585,204,1,1,1,1,0,0,,
2586,4193,0,1,3,0,0,1,,
2587,49,1,1,2,0,1,0,,
2588,4846,1,1,1,1,0,0,,
2589,172,0,1,1,1,0,0,,
2590,478,0,1,3,0,0,1,,
2591,3599,0,1,2,0,1,0,,
2592,2432,1,1,1,1,0,0,,
2593,2457,1,1,2,0,1,0,,
2594,2684,0,1,2,0,1,0,,
2595,4390,0,1,1,1,0,0,,
2596,216,1,1,3,0,0,1,,
2597,1399,0,1,2,0,1,0,,
2598,2714,0,1,2,0,1,0,,
2599,780,0,1,2,0,1,0,,
2600,3262,0,1,1,1,0,0,,
2601,2788,0,1,1,1,0,0,,
2602,634,1,1,3,0,0,1,,
2603,3945,0,1,2,0,1,0,,
2604,3812,1,1,2,0,1,0,,
2605,1759,1,1,1,1,0,0,,
2606,2759,0,1,3,0,0,1,,
2607,3449,0,1,3,0,0,1,,
2608,626,1,1,1,1,0,0,,
2609,492,1,1,1,1,0,0,,
2610,4940,0,1,3,0,0,1,,
2611,2416,0,1,3,0,0,1,,
2612,212,1,1,1,1,0,0,,
2613,3306,0,1,1,1,0,0,,
2614,2258,0,1,1,1,0,0,,
2615,2162,0,1,3,0,0,1,,
2616,2536,1,1,3,0,0,1,,
2617,4131,0,1,1,1,0,0,,
2618,1548,1,1,3,0,0,1,,
2619,1327,0,1,2,0,1,0,,
2620,4920,1,1,2,0,1,0,,
2621,3893,1,1,3,0,0,1,,
2622,78,0,1,1,1,0,0,,
2623,3955,1,1,2,0,1,0,,
2624,3399,0,1,2,0,1,0,,
2625,4499,0,1,3,0,0,1,,
2626,20,0,1,3,0,0,1,,
2627,2863,1,1,1,1,0,0,,
2628,609,0,1,2,0,1,0,,
2629,4051,0,1,2,0,1,0,,
2630,4730,0,1,3,0,0,1,,
2631,4878,0,1,2,0,1,0,,
2632,2306,0,1,2,0,1,0,,
2633,3516,1,1,2,0,1,0,,
2634,2924,1,1,1,1,0,0,,
2635,2489,0,1,3,0,0,1,,
2636,3697,0,1,3,0,0,1,,
2637,3355,0,1,2,0,1,0,,
2638,3991,0,1,1,1,0,0,,
2639,1567,0,1,3,0,0,1,,
2640,2256,1,1,3,0,0,1,,
2641,4355,0,1,2,0,1,0,,
2642,3110,1,1,3,0,0,1,,
2643,3754,1,1,1,1,0,0,,
2644,4699,0,1,3,0,0,1,,
2645,2899,0,1,2,0,1,0,,
2646,3191,0,1,1,1,0,0,,
2647,4105,1,1,3,0,0,1,,
2648,3537,0,1,2,0,1,0,,
2649,4353,0,1,3,0,0,1,,
2650,2212,0,1,1,1,0,0,,
2651,4566,0,1,2,0,1,0,,
2652,3957,0,1,3,0,0,1,,
2653,1866,0,1,1,1,0,0,,
2654,3240,0,1,3,0,0,1,,
2655,2996,1,1,2,0,1,0,,
2656,3499,0,1,1,1,0,0,,
2657,1703,0,1,3,0,0,1,,
2658,3485,0,1,3,0,0,1,,
2659,1202,1,1,1,1,0,0,,
2660,170,0,1,1,1,0,0,,
2661,2174,0,1,1,1,0,0,,
2662,3572,1,1,3,0,0,1,,
2663,1303,1,1,1,1,0,0,,
2664,4076,0,1,2,0,1,0,,
2665,3388,0,1,3,0,0,1,,
2666,4874,0,1,1,1,0,0,,
2667,4657,1,1,3,0,0,1,,
2668,3678,1,1,1,1,0,0,,
2669,2222,0,1,2,0,1,0,,
2670,3924,0,1,3,0,0,1,,
2671,3441,1,1,1,1,0,0,,
2672,2741,1,1,3,0,0,1,,
2673,4041,0,1,2,0,1,0,,
2674,2973,1,1,1,1,0,0,,
2675,4195,1,1,3,0,0,1,,
2676,146,1,1,1,1,0,0,,
2677,4445,1,1,3,0,0,1,,
2678,896,0,1,2,0,1,0,,
2679,3195,0,1,1,1,0,0,,
2680,706,1,1,1,1,0,0,,
2681,3843,1,1,2,0,1,0,,
2682,2725,1,1,2,0,1,0,,
2683,2405,0,1,1,1,0,0,,
2684,3270,0,1,3,0,0,1,,
2685,1102,1,1,2,0,1,0,,
2686,3545,0,1,2,0,1,0,,
2687,905,1,1,3,0,0,1,,
2688,999,1,1,1,1,0,0,,
2689,768,0,1,3,0,0,1,,
2690,4937,0,1,3,0,0,1,,
2691,3317,0,1,1,1,0,0,,
2692,1628,1,1,3,0,0,1,,
2693,3118,1,1,1,1,0,0,,
2694,4191,1,1,2,0,1,0,,
2695,4796,0,1,1,1,0,0,,
2696,3797,0,1,2,0,1,0,,
2697,712,0,1,1,1,0,0,,
2698,739,0,1,2,0,1,0,,
2699,4469,1,1,2,0,1,0,,
2700,3004,1,1,2,0,1,0,,
2701,704,1,1,2,0,1,0,,
2702,1410,0,1,1,1,0,0,,
2703,2841,0,1,3,0,0,1,,
2704,2460,1,1,1,1,0,0,,
2705,4516,0,1,3,0,0,1,,
2706,3905,1,1,2,0,1,0,,
2707,975,1,1,2,0,1,0,,
2708,1349,0,1,1,1,0,0,,
2709,1998,1,1,2,0,1,0,,
2710,4450,0,1,1,1,0,0,,
2711,4028,1,1,1,1,0,0,,
2712,4937,1,1,1,1,0,0,,
2713,265,1,1,3,0,0,1,,
2714,3764,1,1,3,0,0,1,,
2715,1155,0,1,2,0,1,0,,
2716,4093,1,1,1,1,0,0,,
2717,3755,1,1,3,0,0,1,,
2718,747,1,1,2,0,1,0,,
2719,1333,1,1,3,0,0,1,,
2720,3204,1,1,2,0,1,0,,
2721,2685,1,1,1,1,0,0,,
2722,201,0,1,3,0,0,1,,
2723,4609,0,1,2,0,1,0,,
2724,748,1,1,1,1,0,0,,
2725,2602,1,1,1,1,0,0,,
2726,2104,0,1,3,0,0,1,,
2727,4269,1,1,2,0,1,0,,
2728,3729,0,1,2,0,1,0,,
2729,4241,1,1,2,0,1,0,,
2730,4940,1,1,1,1,0,0,,
2731,2310,1,1,2,0,1,0,,
2732,4400,1,1,2,0,1,0,,
2733,3374,1,1,1,1,0,0,,
2734,4414,1,1,3,0,0,1,,
2735,3208,0,1,1,1,0,0,,
2736,3771,1,1,2,0,1,0,,
2737,2272,1,1,3,0,0,1,,
2738,4002,1,1,2,0,1,0,,
2739,3892,1,1,3,0,0,1,,
2740,3857,1,1,2,0,1,0,,
2741,795,1,1,2,0,1,0,,
2742,1839,1,1,2,0,1,0,,
2743,1040,1,1,3,0,0,1,,
2744,1841,0,1,1,1,0,0,,
2745,2718,0,1,3,0,0,1,,
2746,2695,1,1,3,0,0,1,,
2747,2564,0,1,3,0,0,1,,
2748,1174,1,1,1,1,0,0,,
2749,200,0,1,3,0,0,1,,
2750,3185,0,1,3,0,0,1,,
2751,1911,0,1,2,0,1,0,,
2752,4859,0,1,2,0,1,0,,
2753,197,0,1,3,0,0,1,,
2754,1792,0,1,2,0,1,0,,
2755,2196,0,1,3,0,0,1,,
2756,140,1,1,3,0,0,1,,
2757,385,1,1,1,1,0,0,,
2758,217,1,1,1,1,0,0,,
2759,4366,1,1,3,0,0,1,,
2760,174,1,1,3,0,0,1,,
2761,16,1,1,3,0,0,1,,
2762,644,0,1,2,0,1,0,,
2763,3738,1,1,1,1,0,0,,
2764,4719,0,1,2,0,1,0,,
2765,4038,0,1,2,0,1,0,,
2766,3515,0,1,1,1,0,0,,
2767,2096,0,1,3,0,0,1,,
2768,3738,0,1,2,0,1,0,,
2769,1713,1,1,2,0,1,0,,
2770,1380,1,1,3,0,0,1,,
2771,1357,1,1,2,0,1,0,,
2772,4185,1,1,3,0,0,1,,
2773,4906,0,1,1,1,0,0,,
2774,854,1,1,1,1,0,0,,
2775,3677,1,1,3,0,0,1,,
2776,262,1,1,3,0,0,1,,
2777,1318,0,1,1,1,0,0,,
2778,303,0,1,3,0,0,1,,
2779,4094,1,1,1,1,0,0,,
2780,3522,0,1,2,0,1,0,,
2781,3641,1,1,1,1,0,0,,
2782,2763,1,1,2,0,1,0,,
2783,3992,1,1,1,1,0,0,,
2784,796,0,1,1,1,0,0,,
2785,539,0,1,3,0,0,1,,
2786,3649,1,1,3,0,0,1,,
2787,909,0,1,1,1,0,0,,
2788,2104,0,1,2,0,1,0,,
2789,2707,0,1,2,0,1,0,,
2790,226,0,1,2,0,1,0,,
2791,4348,0,1,3,0,0,1,,
2792,2126,1,1,1,1,0,0,,
2793,2843,1,1,3,0,0,1,,
2794,490,1,1,3,0,0,1,,
2795,1485,1,1,2,0,1,0,,
2796,4719,0,1,3,0,0,1,,
2797,2325,0,1,1,1,0,0,,
2798,895,0,1,3,0,0,1,,
2799,632,0,1,3,0,0,1,,
2800,1064,0,1,3,0,0,1,,
2801,1263,0,1,1,1,0,0,,
2802,2376,0,1,2,0,1,0,,
2803,2886,1,1,1,1,0,0,,
2804,3424,1,1,2,0,1,0,,
2805,1395,1,1,2,0,1,0,,
2806,662,0,1,1,1,0,0,,
2807,770,0,1,3,0,0,1,,
2808,1293,1,1,1,1,0,0,,
2809,2616,0,1,2,0,1,0,,
2810,3798,1,1,2,0,1,0,,
2811,1371,0,1,1,1,0,0,,
2812,2907,0,1,1,1,0,0,,
2813,1279,0,1,3,0,0,1,,
2814,4290,1,1,2,0,1,0,,
2815,362,0,1,2,0,1,0,,
2816,1667,0,1,2,0,1,0,,
2817,4447,0,1,2,0,1,0,,
2818,1448,0,1,2,0,1,0,,
2819,2441,1,1,3,0,0,1,,
2820,3537,1,1,2,0,1,0,,
2821,3741,0,1,2,0,1,0,,
2822,4606,1,1,3,0,0,1,,
2823,2715,0,1,1,1,0,0,,
2824,859,1,1,2,0,1,0,,
2825,1329,0,1,2,0,1,0,,
2826,2910,1,1,2,0,1,0,,
2827,289,0,1,1,1,0,0,,
2828,4145,0,1,3,0,0,1,,
2829,1413,0,1,3,0,0,1,,
2830,3914,1,1,2,0,1,0,,
2831,2701,1,1,2,0,1,0,,
2832,1302,1,1,3,0,0,1,,
2833,1482,0,1,2,0,1,0,,
2834,4469,0,1,3,0,0,1,,
2835,4324,0,1,3,0,0,1,,
2836,3978,0,1,3,0,0,1,,
2837,1211,0,1,1,1,0,0,,
2838,1034,0,1,1,1,0,0,,
2839,614,1,1,1,1,0,0,,
2840,1126,0,1,2,0,1,0,,
2841,4502,0,1,3,0,0,1,,
2842,1338,1,1,3,0,0,1,,
2843,2741,1,1,3,0,0,1,,
2844,715,1,1,1,1,0,0,,
2845,463,0,1,3,0,0,1,,
2846,3459,1,1,1,1,0,0,,
2847,159,1,1,3,0,0,1,,
2848,4979,1,1,1,1,0,0,,
2849,628,0,1,1,1,0,0,,
2850,4936,1,1,3,0,0,1,,
2851,4370,1,1,1,1,0,0,,
2852,2122,0,1,2,0,1,0,,
2853,973,0,1,2,0,1,0,,
2854,4261,1,1,2,0,1,0,,
2855,4749,0,1,3,0,0,1,,
2856,4065,1,1,1,1,0,0,,
2857,135,1,1,3,0,0,1,,
2858,4163,1,1,2,0,1,0,,
2859,3602,1,1,3,0,0,1,,
2860,4615,0,1,3,0,0,1,,
2861,836,1,1,2,0,1,0,,
2862,1810,1,1,2,0,1,0,,
2863,4826,1,1,3,0,0,1,,
